country,continent,date,age,total_cases,deaths,recoveries
Brazil,South America,2020-06-08 05:54:28.579052702,27,1876661.0,47045.0,104871.0
Italy,Europe,2020-06-08 17:35:44.629753168,61,1652382.0,6779.0,979232.0
Italy,Europe,2020-06-09 05:17:00.680453636,60,729690.0,39303.0,669544.0
Germany,Europe,2020-06-09 16:58:16.731154102,74,1009229.0,2558.0,391183.0
South Korea,Asia,2020-06-10 04:39:32.781854570,28,1905010.0,44550.0,827682.0
Canada,North America,2020-06-10 16:20:48.832555036,59,1248124.0,48644.0,459883.0
Mexico,North America,2020-06-11 04:02:04.883255504,34,298926.0,47473.0,1451322.0
Russia,Europe,2020-06-11 15:43:20.933955970,41,525750.0,5463.0,1688151.0
France,Europe,2020-06-12 03:24:36.984656438,35,1054084.0,29345.0,1200470.0
Canada,North America,2020-06-12 15:05:53.035356904,68,794411.0,43322.0,784398.0
USA,North America,2020-06-13 02:47:09.086057372,52,601313.0,29629.0,41938.0
France,Europe,2020-06-13 14:28:25.136757838,28,755310.0,39808.0,926139.0
Germany,Europe,2020-06-14 02:09:41.187458306,65,1387956.0,21144.0,870791.0
India,Asia,2020-06-14 13:50:57.238158772,65,923893.0,44011.0,881030.0
Italy,Europe,2020-06-15 01:32:13.288859240,48,1019992.0,14827.0,1770303.0
India,Asia,2020-06-15 13:13:29.339559706,48,409934.0,15659.0,750201.0
China,Asia,2020-06-16 00:54:45.390260172,38,1373373.0,27852.0,204431.0
Indonesia,Asia,2020-06-16 12:36:01.440960640,35,1768639.0,20246.0,525675.0
China,Asia,2020-06-17 00:17:17.491661106,48,1539895.0,21065.0,1368710.0
Italy,Europe,2020-06-17 11:58:33.542361574,78,310711.0,19397.0,1380582.0
Saudi Arabia,Asia,2020-06-17 23:39:49.593062040,74,,46048.0,324832.0
Argentina,South America,2020-06-18 11:21:05.643762508,40,695347.0,5002.0,885417.0
Russia,Europe,2020-06-18 23:02:21.694462974,41,236352.0,47324.0,57324.0
Russia,Europe,2020-06-19 10:43:37.745163442,28,944135.0,36940.0,1267302.0
India,Asia,2020-06-19 22:24:53.795863908,68,1447141.0,19400.0,227164.0
Saudi Arabia,Asia,2020-06-20 10:06:09.846564376,73,264427.0,1536.0,
Argentina,South America,2020-06-20 21:47:25.897264842,50,1220990.0,6729.0,1205846.0
Spain,Europe,2020-06-21 09:28:41.947965310,75,1250503.0,31962.0,1034766.0
USA,North America,2020-06-21 21:09:57.998665776,64,1868088.0,17118.0,1371417.0
South Korea,Asia,2020-06-22 08:51:14.049366244,68,1827882.0,1027.0,924142.0
South Africa,Africa,2020-06-22 20:32:30.100066710,42,818582.0,8546.0,1067158.0
Japan,Asia,2020-06-23 08:13:46.150767178,26,811660.0,7223.0,322709.0
Germany,Europe,2020-06-23 19:55:02.201467644,47,1664840.0,12151.0,1461035.0
Germany,Europe,2020-06-24 07:36:18.252168112,60,1481549.0,45125.0,566900.0
France,Europe,2020-06-24 19:17:34.302868578,60,149707.0,24235.0,
Turkey,Asia,2020-06-25 06:58:50.353569046,36,1735614.0,13342.0,721579.0
China,Asia,2020-06-25 18:40:06.404269512,52,1153986.0,40432.0,34618.0
Mexico,North America,2020-06-26 06:21:22.454969980,62,499764.0,36103.0,691347.0
UK,Europe,2020-06-26 18:02:38.505670446,77,564982.0,11153.0,963063.0
South Korea,Asia,2020-06-27 05:43:54.556370914,62,780153.0,28002.0,1687725.0
Mexico,North America,2020-06-27 17:25:10.607071380,33,1805650.0,10862.0,761470.0
Turkey,Asia,2020-06-28 05:06:26.657771848,55,1800239.0,34790.0,839823.0
Mexico,North America,2020-06-28 16:47:42.708472314,65,,32302.0,533785.0
Saudi Arabia,Asia,2020-06-29 04:28:58.759172782,34,837336.0,11636.0,1506530.0
Brazil,South America,2020-06-29 16:10:14.809873248,58,92672.0,,47966.0
Italy,Europe,2020-06-30 03:51:30.860573716,27,765976.0,44982.0,577306.0
Saudi Arabia,Asia,2020-06-30 15:32:46.911274182,65,686144.0,7844.0,463791.0
Argentina,South America,2020-07-01 03:14:02.961974650,38,1082067.0,14630.0,926878.0
Mexico,North America,2020-07-01 14:55:19.012675116,23,637086.0,33329.0,242355.0
Italy,Europe,2020-07-02 02:36:35.063375584,57,1370997.0,28523.0,1101496.0
Germany,Europe,2020-07-02 14:17:51.114076050,23,1924258.0,28185.0,345556.0
Argentina,South America,2020-07-03 01:59:07.164776518,60,1229966.0,30799.0,1073505.0
France,Europe,2020-07-03 13:40:23.215476984,54,1049860.0,49910.0,415192.0
Spain,Europe,2020-07-04 01:21:39.266177452,78,272069.0,29102.0,163246.0
Russia,Europe,2020-07-04 13:02:55.316877918,51,916163.0,23212.0,107644.0
China,Asia,2020-07-05 00:44:11.367578386,65,794938.0,40074.0,967364.0
Mexico,North America,2020-07-05 12:25:27.418278852,44,880463.0,33576.0,1097969.0
Japan,Asia,2020-07-06 00:06:43.468979320,69,1240347.0,30137.0,295739.0
Italy,Europe,2020-07-06 11:47:59.519679786,34,707767.0,40631.0,245735.0
Mexico,North America,2020-07-06 23:29:15.570380252,32,1164914.0,33999.0,1574352.0
Japan,Asia,2020-07-07 11:10:31.621080720,48,793409.0,46186.0,1079503.0
Spain,Europe,2020-07-07 22:51:47.671781186,63,654552.0,26003.0,1745097.0
Argentina,South America,2020-07-08 10:33:03.722481654,42,1173147.0,42743.0,1796443.0
China,Asia,2020-07-08 22:14:19.773182120,37,,38399.0,
Saudi Arabia,Asia,2020-07-09 09:55:35.823882588,33,950000.0,13668.0,1653858.0
Brazil,South America,2020-07-09 21:36:51.874583054,24,663523.0,23674.0,371028.0
UK,Europe,2020-07-10 09:18:07.925283522,26,19125.0,5428.0,632428.0
South Africa,Africa,2020-07-10 20:59:23.975983988,68,1104172.0,45160.0,1539929.0
South Africa,Africa,2020-07-11 08:40:40.026684456,72,1479394.0,,640105.0
Germany,Europe,2020-07-11 20:21:56.077384922,23,1856320.0,6066.0,
South Korea,Asia,2020-07-12 08:03:12.128085390,29,1066369.0,32201.0,209042.0
Australia,Oceania,2020-07-12 19:44:28.178785856,34,1705584.0,41000.0,913346.0
Italy,Europe,2020-07-13 07:25:44.229486324,50,1237608.0,506.0,1468452.0
South Africa,Africa,2020-07-13 19:07:00.280186790,67,272963.0,538.0,
France,Europe,2020-07-14 06:48:16.330887258,75,551316.0,6207.0,582871.0
USA,North America,2020-07-14 18:29:32.381587724,46,1824370.0,3576.0,1465946.0
Argentina,South America,2020-07-15 06:10:48.432288192,23,1404549.0,7048.0,1478590.0
South Korea,Asia,2020-07-15 17:52:04.482988658,47,789891.0,44911.0,652028.0
UK,Europe,2020-07-16 05:33:20.533689126,25,206641.0,44942.0,1110527.0
Saudi Arabia,Asia,2020-07-16 17:14:36.584389592,28,1666131.0,34221.0,480834.0
Italy,Europe,2020-07-17 04:55:52.635090060,54,285020.0,18005.0,1169616.0
India,Asia,2020-07-17 16:37:08.685790526,29,1403743.0,40247.0,110733.0
South Korea,Asia,2020-07-18 04:18:24.736490994,26,1363177.0,39872.0,603474.0
India,Asia,2020-07-18 15:59:40.787191460,69,,17483.0,612794.0
Italy,Europe,2020-07-19 03:40:56.837891928,47,1629399.0,48438.0,1039132.0
Japan,Asia,2020-07-19 15:22:12.888592394,63,1796279.0,37979.0,1188309.0
UK,Europe,2020-07-20 03:03:28.939292862,28,1682404.0,15731.0,159048.0
Canada,North America,2020-07-20 14:44:44.989993328,77,1308703.0,12456.0,1261318.0
UK,Europe,2020-07-21 02:26:01.040693796,50,252353.0,20117.0,794573.0
Indonesia,Asia,2020-07-21 14:07:17.091394262,30,1022043.0,34208.0,618106.0
Canada,North America,2020-07-22 01:48:33.142094730,71,,41936.0,419461.0
Russia,Europe,2020-07-22 13:29:49.192795196,55,661004.0,42622.0,
Canada,North America,2020-07-23 01:11:05.243495664,31,658023.0,29037.0,1105508.0
China,Asia,2020-07-23 12:52:21.294196130,22,1572812.0,3156.0,748784.0
Mexico,North America,2020-07-24 00:33:37.344896598,59,1652733.0,42667.0,653906.0
France,Europe,2020-07-24 12:14:53.395597064,29,866180.0,47464.0,1176939.0
Mexico,North America,2020-07-24 23:56:09.446297532,49,1057545.0,20907.0,1305932.0
India,Asia,2020-07-25 11:37:25.496997998,60,272232.0,46073.0,1277539.0
Indonesia,Asia,2020-07-25 23:18:41.547698466,43,243729.0,37955.0,1382321.0
Turkey,Asia,2020-07-26 10:59:57.598398932,71,72054.0,25655.0,22840.0
Spain,Europe,2020-07-26 22:41:13.649099398,43,417873.0,34883.0,1428331.0
Japan,Asia,2020-07-27 10:22:29.699799866,79,1869647.0,38888.0,1145172.0
Russia,Europe,2020-07-27 22:03:45.750500332,31,530481.0,31988.0,1654548.0
Turkey,Asia,2020-07-28 09:45:01.801200800,53,1369285.0,4368.0,301836.0
Russia,Europe,2020-07-28 21:26:17.851901268,30,1184469.0,28968.0,109346.0
Indonesia,Asia,2020-07-29 09:07:33.902601732,72,1379629.0,1807.0,683570.0
Russia,Europe,2020-07-29 20:48:49.953302200,46,1797408.0,2849.0,477062.0
Turkey,Asia,2020-07-30 08:30:06.004002668,76,1460057.0,41003.0,1398885.0
Russia,Europe,2020-07-30 20:11:22.054703136,20,498857.0,216.0,345345.0
Brazil,South America,2020-07-31 07:52:38.105403600,51,1796556.0,46781.0,1348233.0
India,Asia,2020-07-31 19:33:54.156104068,29,1444727.0,18055.0,576863.0
India,Asia,2020-08-01 07:15:10.206804536,57,611220.0,16378.0,649144.0
USA,North America,2020-08-01 18:56:26.257505004,35,439853.0,8565.0,1309998.0
Argentina,South America,2020-08-02 06:37:42.308205468,35,1978980.0,22541.0,1154025.0
Canada,North America,2020-08-02 18:18:58.358905936,40,1575009.0,22097.0,277350.0
Canada,North America,2020-08-03 06:00:14.409606404,24,279705.0,9055.0,1210435.0
Italy,Europe,2020-08-03 17:41:30.460306872,78,1860368.0,15523.0,1471696.0
Australia,Oceania,2020-08-04 05:22:46.511007336,59,,16331.0,249299.0
Russia,Europe,2020-08-04 17:04:02.561707804,57,1318267.0,47934.0,842661.0
Canada,North America,2020-08-05 04:45:18.612408272,61,1683238.0,28770.0,1017571.0
Italy,Europe,2020-08-05 16:26:34.663108740,58,289864.0,31273.0,1030173.0
UK,Europe,2020-08-06 04:07:50.713809204,50,1014902.0,42509.0,135699.0
Indonesia,Asia,2020-08-06 15:49:06.764509672,29,1718853.0,37826.0,452824.0
Turkey,Asia,2020-08-07 03:30:22.815210140,53,1578607.0,38730.0,980025.0
Japan,Asia,2020-08-07 15:11:38.865910608,31,1335267.0,45416.0,1498608.0
Mexico,North America,2020-08-08 02:52:54.916611072,41,1756552.0,4024.0,1378360.0
South Korea,Asia,2020-08-08 14:34:10.967311540,73,1249249.0,1801.0,1177653.0
Japan,Asia,2020-08-09 02:15:27.018012008,51,552106.0,26108.0,1766081.0
Indonesia,Asia,2020-08-09 13:56:43.068712476,53,657902.0,43757.0,167143.0
Brazil,South America,2020-08-10 01:37:59.119412940,63,382293.0,44435.0,964392.0
Brazil,South America,2020-08-10 13:19:15.170113408,59,,44510.0,1178321.0
Germany,Europe,2020-08-11 01:00:31.220813876,67,,6551.0,1444343.0
USA,North America,2020-08-11 12:41:47.271514344,57,1721941.0,18907.0,
Brazil,South America,2020-08-12 00:23:03.322214808,31,653451.0,46951.0,1775925.0
Germany,Europe,2020-08-12 12:04:19.372915276,37,1184518.0,44640.0,300361.0
UK,Europe,2020-08-12 23:45:35.423615744,45,1926947.0,17239.0,1123103.0
UK,Europe,2020-08-13 11:26:51.474316212,30,960805.0,11948.0,158763.0
USA,North America,2020-08-13 23:08:07.525016676,26,836543.0,39354.0,178582.0
Spain,Europe,2020-08-14 10:49:23.575717144,29,1665531.0,49468.0,972834.0
Mexico,North America,2020-08-14 22:30:39.626417612,22,1027135.0,25365.0,1465424.0
India,Asia,2020-08-15 10:11:55.677118080,68,1252163.0,49265.0,1693924.0
China,Asia,2020-08-15 21:53:11.727818544,21,1780251.0,17563.0,1547972.0
China,Asia,2020-08-16 09:34:27.778519012,64,-1762054.0,26738.0,1222390.0
UK,Europe,2020-08-16 21:15:43.829219480,61,390158.0,516.0,320386.0
Indonesia,Asia,2020-08-17 08:56:59.879919944,58,193833.0,14823.0,830632.0
UK,Europe,2020-08-17 20:38:15.930620412,74,153680.0,9398.0,916669.0
South Africa,Africa,2020-08-18 08:19:31.981320880,28,1717285.0,28618.0,179115.0
Argentina,South America,2020-08-18 20:00:48.032021348,22,1263341.0,46442.0,133822.0
Turkey,Asia,2020-08-19 07:42:04.082721812,28,139321.0,22593.0,895113.0
Brazil,South America,2020-08-19 19:23:20.133422280,67,1761344.0,1359.0,753591.0
Mexico,North America,2020-08-20 07:04:36.184122748,68,1906168.0,21853.0,634199.0
India,Asia,2020-08-20 18:45:52.234823216,36,719098.0,11810.0,854848.0
USA,North America,2020-08-21 06:27:08.285523680,71,1565758.0,8056.0,831625.0
Russia,Europe,2020-08-21 18:08:24.336224148,50,139481.0,7898.0,1021545.0
Japan,Asia,2020-08-22 05:49:40.386924616,76,799934.0,39790.0,
Spain,Europe,2020-08-22 17:30:56.437625084,70,1357589.0,,989010.0
Spain,Europe,2020-08-23 05:12:12.488325548,41,629891.0,1949.0,1043669.0
India,Asia,2020-08-23 16:53:28.539026016,68,90457.0,47068.0,211536.0
USA,North America,2020-08-24 04:34:44.589726484,71,696388.0,42122.0,489998.0
Australia,Oceania,2020-08-24 16:16:00.640426952,41,1766144.0,28214.0,1074811.0
Russia,Europe,2020-08-25 03:57:16.691127416,76,,5305.0,1107287.0
Mexico,North America,2020-08-25 15:38:32.741827884,76,1165401.0,23403.0,57664.0
UK,Europe,2020-08-26 03:19:48.792528352,40,1623136.0,40957.0,
Japan,Asia,2020-08-26 15:01:04.843228820,28,1691625.0,31144.0,1734581.0
Brazil,South America,2020-08-27 02:42:20.893929284,35,1997892.0,1213.0,1457970.0
Australia,Oceania,2020-08-27 14:23:36.944629752,46,1054798.0,38963.0,1137970.0
Italy,Europe,2020-08-28 02:04:52.995330220,46,870401.0,4.0,1400173.0
India,Asia,2020-08-28 13:46:09.046030688,20,120162.0,9382.0,1481636.0
Mexico,North America,2020-08-29 01:27:25.096731152,65,1522870.0,15020.0,1685602.0
Spain,Europe,2020-08-29 13:08:41.147431620,43,1331741.0,23206.0,1122048.0
South Korea,Asia,2020-08-30 00:49:57.198132088,51,890517.0,9406.0,415789.0
Italy,Europe,2020-08-30 12:31:13.248832556,35,1562769.0,44033.0,787555.0
South Africa,Africa,2020-08-31 00:12:29.299533020,42,543015.0,,97203.0
India,Asia,2020-08-31 11:53:45.350233488,32,854379.0,28489.0,462477.0
Mexico,North America,2020-08-31 23:35:01.400933956,21,748527.0,31956.0,1752477.0
Japan,Asia,2020-09-01 11:16:17.451634424,69,492337.0,28425.0,964684.0
Brazil,South America,2020-09-01 22:57:33.502334888,24,836963.0,22595.0,263221.0
Russia,Europe,2020-09-02 10:38:49.553035356,38,242590.0,43518.0,964078.0
Saudi Arabia,Asia,2020-09-02 22:20:05.603735824,50,1644236.0,21332.0,1769538.0
Saudi Arabia,Asia,2020-09-03 10:01:21.654436292,79,742629.0,36384.0,1571999.0
Brazil,South America,2020-09-03 21:42:37.705136756,66,1335971.0,8099.0,986963.0
UK,Europe,2020-09-04 09:23:53.755837224,62,1540655.0,26766.0,270887.0
France,Europe,2020-09-04 21:05:09.806537692,72,814753.0,31396.0,356225.0
Spain,Europe,2020-09-05 08:46:25.857238160,22,128800.0,29677.0,1085230.0
India,Asia,2020-09-05 20:27:41.907938624,55,189128.0,43579.0,999957.0
Spain,Europe,2020-09-06 08:08:57.958639092,79,79110.0,8469.0,1218345.0
Germany,Europe,2020-09-06 19:50:14.009339560,70,821658.0,22422.0,
France,Europe,2020-09-07 07:31:30.060040024,20,535586.0,6023.0,1229482.0
Canada,North America,2020-09-07 19:12:46.110740492,67,1051317.0,36426.0,1486251.0
Germany,Europe,2020-09-08 06:54:02.161440960,70,402157.0,1071.0,621175.0
Spain,Europe,2020-09-08 18:35:18.212141428,79,1599590.0,41191.0,1144319.0
Mexico,North America,2020-09-09 06:16:34.262841892,35,724214.0,33311.0,991936.0
China,Asia,2020-09-09 17:57:50.313542360,44,868157.0,23909.0,1717001.0
Australia,Oceania,2020-09-10 05:39:06.364242828,34,1263625.0,16051.0,666042.0
Italy,Europe,2020-09-10 17:20:22.414943296,62,292640.0,28523.0,558008.0
Turkey,Asia,2020-09-11 05:01:38.465643760,69,1146619.0,-26291.0,1305613.0
Australia,Oceania,2020-09-11 16:42:54.516344228,39,74104.0,33082.0,1053877.0
Russia,Europe,2020-09-12 04:24:10.567044696,41,1370516.0,18636.0,499008.0
Turkey,Asia,2020-09-12 16:05:26.617745164,68,917279.0,,1238135.0
Australia,Oceania,2020-09-13 03:46:42.668445628,65,370828.0,40450.0,1286929.0
Mexico,North America,2020-09-13 15:27:58.719146096,26,926082.0,17994.0,878785.0
Mexico,North America,2020-09-14 03:09:14.769846564,38,1778827.0,21201.0,793846.0
Germany,Europe,2020-09-14 14:50:30.820547032,64,426145.0,43111.0,1051230.0
Russia,Europe,2020-09-15 02:31:46.871247496,40,1717952.0,3772.0,1772505.0
China,Asia,2020-09-15 14:13:02.921947964,47,1477434.0,,1533131.0
India,Asia,2020-09-16 01:54:18.972648432,33,1096590.0,47374.0,641541.0
Saudi Arabia,Asia,2020-09-16 13:35:35.023348900,61,1806447.0,2318.0,1150157.0
South Korea,Asia,2020-09-17 01:16:51.074049364,78,,4005.0,210082.0
Mexico,North America,2020-09-17 12:58:07.124749832,29,57762.0,36538.0,1402246.0
South Korea,Asia,2020-09-18 00:39:23.175450300,62,1302682.0,27404.0,1212392.0
Germany,Europe,2020-09-18 12:20:39.226150768,66,393894.0,46006.0,46132.0
Turkey,Asia,2020-09-19 00:01:55.276851232,58,1151476.0,28650.0,1502122.0
Argentina,South America,2020-09-19 11:43:11.327551700,26,1297347.0,19829.0,435394.0
Indonesia,Asia,2020-09-19 23:24:27.378252168,62,1459202.0,23340.0,753614.0
China,Asia,2020-09-20 11:05:43.428952636,74,785293.0,28471.0,860755.0
South Africa,Africa,2020-09-20 22:46:59.479653100,78,1742325.0,44769.0,167691.0
Turkey,Asia,2020-09-21 10:28:15.530353568,44,1181352.0,43620.0,1354016.0
Argentina,South America,2020-09-21 22:09:31.581054036,61,1976946.0,11246.0,929847.0
Australia,Oceania,2020-09-22 09:50:47.631754504,26,469877.0,2926.0,498167.0
India,Asia,2020-09-22 21:32:03.682454968,26,1967193.0,12268.0,241529.0
Germany,Europe,2020-09-23 09:13:19.733155436,78,628354.0,25307.0,74410.0
India,Asia,2020-09-23 20:54:35.783855904,71,1513103.0,28067.0,381443.0
Canada,North America,2020-09-24 08:35:51.834556372,21,738277.0,13853.0,1646556.0
Saudi Arabia,Asia,2020-09-24 20:17:07.885256836,50,1506972.0,26517.0,548319.0
Turkey,Asia,2020-09-25 07:58:23.935957304,48,1075074.0,3018.0,718512.0
Turkey,Asia,2020-09-25 19:39:39.986657772,71,182004.0,752.0,1390416.0
Australia,Oceania,2020-09-26 07:20:56.037358240,44,53917.0,26090.0,1014700.0
UK,Europe,2020-09-26 19:02:12.088058704,60,1307759.0,4911.0,1414577.0
Spain,Europe,2020-09-27 06:43:28.138759172,62,1946666.0,16916.0,1689791.0
South Africa,Africa,2020-09-27 18:24:44.189459640,36,813875.0,26176.0,730353.0
South Africa,Africa,2020-09-28 06:06:00.240160104,21,417879.0,-8234.0,1252406.0
China,Asia,2020-09-28 17:47:16.290860572,38,1491050.0,23125.0,606361.0
USA,North America,2020-09-29 05:28:32.341561040,67,1121427.0,30757.0,315160.0
Spain,Europe,2020-09-29 17:09:48.392261508,46,760245.0,40529.0,1275555.0
Germany,Europe,2020-09-30 04:51:04.442961972,53,1845367.0,18808.0,335852.0
Turkey,Asia,2020-09-30 16:32:20.493662440,36,612992.0,40542.0,1172104.0
Argentina,South America,2020-10-01 04:13:36.544362908,33,927502.0,18889.0,1660969.0
Brazil,South America,2020-10-01 15:54:52.595063376,76,1623244.0,20724.0,364873.0
India,Asia,2020-10-02 03:36:08.645763840,25,584642.0,40521.0,901273.0
Saudi Arabia,Asia,2020-10-02 15:17:24.696464308,45,1700317.0,35977.0,1115039.0
South Korea,Asia,2020-10-03 02:58:40.747164776,75,858515.0,9507.0,1230094.0
South Korea,Asia,2020-10-03 14:39:56.797865244,79,,27993.0,1629339.0
Canada,North America,2020-10-04 02:21:12.848565708,70,869828.0,29127.0,1420212.0
Saudi Arabia,Asia,2020-10-04 14:02:28.899266176,43,31407.0,29840.0,1008684.0
Japan,Asia,2020-10-05 01:43:44.949966644,41,1412371.0,43818.0,142227.0
Australia,Oceania,2020-10-05 13:25:01.000667112,33,1087904.0,19119.0,1173911.0
China,Asia,2020-10-06 01:06:17.051367576,43,1677580.0,17041.0,144222.0
India,Asia,2020-10-06 12:47:33.102068044,25,1684800.0,3519.0,1470927.0
Italy,Europe,2020-10-07 00:28:49.152768512,21,172443.0,24740.0,309897.0
Mexico,North America,2020-10-07 12:10:05.203468980,62,100977.0,9294.0,592725.0
Saudi Arabia,Asia,2020-10-07 23:51:21.254169444,41,1427497.0,5033.0,779615.0
USA,North America,2020-10-08 11:32:37.304869912,57,,17588.0,508549.0
Argentina,South America,2020-10-08 23:13:53.355570380,75,1016097.0,33985.0,343899.0
USA,North America,2020-10-09 10:55:09.406270848,35,1745001.0,34199.0,1483894.0
South Africa,Africa,2020-10-09 22:36:25.456971312,55,1779081.0,37795.0,208406.0
Germany,Europe,2020-10-10 10:17:41.507671780,46,1104671.0,-41096.0,266454.0
South Africa,Africa,2020-10-10 21:58:57.558372248,38,1791346.0,,1375505.0
Saudi Arabia,Asia,2020-10-11 09:40:13.609072716,51,335650.0,40391.0,858243.0
Spain,Europe,2020-10-11 21:21:29.659773180,30,1818846.0,13744.0,988577.0
Argentina,South America,2020-10-12 09:02:45.710473648,73,266910.0,13387.0,1478689.0
India,Asia,2020-10-12 20:44:01.761174116,46,651120.0,8565.0,1384229.0
France,Europe,2020-10-13 08:25:17.811874584,68,906973.0,38394.0,779254.0
South Africa,Africa,2020-10-13 20:06:33.862575048,24,815352.0,15955.0,1397839.0
Saudi Arabia,Asia,2020-10-14 07:47:49.913275516,42,1471115.0,33292.0,1726907.0
Indonesia,Asia,2020-10-14 19:29:05.963975984,70,716052.0,32867.0,1709536.0
UK,Europe,2020-10-15 07:10:22.014676452,45,555323.0,19190.0,169077.0
Italy,Europe,2020-10-15 18:51:38.065376916,32,1747156.0,43378.0,1492423.0
Indonesia,Asia,2020-10-16 06:32:54.116077384,52,855920.0,19598.0,1153568.0
Germany,Europe,2020-10-16 18:14:10.166777852,28,127983.0,28186.0,38895.0
Saudi Arabia,Asia,2020-10-17 05:55:26.217478320,45,1138807.0,2531.0,769729.0
Indonesia,Asia,2020-10-17 17:36:42.268178784,31,1515673.0,23786.0,1735184.0
China,Asia,2020-10-18 05:17:58.318879252,72,633605.0,8908.0,926623.0
France,Europe,2020-10-18 16:59:14.369579720,48,1413765.0,22429.0,480342.0
France,Europe,2020-10-19 04:40:30.420280184,24,1828030.0,1910.0,1021467.0
Argentina,South America,2020-10-19 16:21:46.470980652,51,1882486.0,5896.0,1061945.0
Brazil,South America,2020-10-20 04:03:02.521681120,58,1184323.0,45706.0,
Spain,Europe,2020-10-20 15:44:18.572381588,72,365695.0,28990.0,1617632.0
Argentina,South America,2020-10-21 03:25:34.623082052,31,1670683.0,,1462438.0
Canada,North America,2020-10-21 15:06:50.673782520,49,476053.0,10963.0,871497.0
UK,Europe,2020-10-22 02:48:06.724482988,75,1217869.0,31443.0,1688698.0
Spain,Europe,2020-10-22 14:29:22.775183456,38,1936966.0,3740.0,1013285.0
Spain,Europe,2020-10-23 02:10:38.825883920,75,1530768.0,484.0,959807.0
Canada,North America,2020-10-23 13:51:54.876584388,39,62034.0,44825.0,367539.0
Brazil,South America,2020-10-24 01:33:10.927284856,49,55442.0,3674.0,1490850.0
Australia,Oceania,2020-10-24 13:14:26.977985324,77,1614021.0,,1590118.0
Saudi Arabia,Asia,2020-10-25 00:55:43.028685788,32,962475.0,14861.0,610011.0
China,Asia,2020-10-25 12:36:59.079386256,33,182561.0,6994.0,
South Korea,Asia,2020-10-26 00:18:15.130086724,73,1186491.0,43776.0,173709.0
Australia,Oceania,2020-10-26 11:59:31.180787192,52,1668429.0,10752.0,216381.0
Italy,Europe,2020-10-26 23:40:47.231487656,41,1440424.0,47969.0,520148.0
South Africa,Africa,2020-10-27 11:22:03.282188124,52,1675334.0,15423.0,389523.0
Japan,Asia,2020-10-27 23:03:19.332888592,74,318735.0,17813.0,177022.0
France,Europe,2020-10-28 10:44:35.383589060,43,161634.0,41802.0,852788.0
Canada,North America,2020-10-28 22:25:51.434289524,60,1503792.0,19646.0,1701610.0
Germany,Europe,2020-10-29 10:07:07.484989992,24,757354.0,21613.0,151974.0
Brazil,South America,2020-10-29 21:48:23.535690460,68,1531461.0,6470.0,1338277.0
India,Asia,2020-10-30 09:29:39.586390928,53,1793660.0,2159.0,1545792.0
Canada,North America,2020-10-30 21:10:55.637091392,50,602953.0,15521.0,919309.0
South Africa,Africa,2020-10-31 08:52:11.687791860,59,,34643.0,1624875.0
Canada,North America,2020-10-31 20:33:27.738492328,56,614651.0,25.0,474422.0
Canada,North America,2020-11-01 08:14:43.789192796,71,1944979.0,7609.0,1485665.0
Argentina,South America,2020-11-01 19:55:59.839893260,67,494947.0,31201.0,36688.0
South Korea,Asia,2020-11-02 07:37:15.890593728,48,1332407.0,3277.0,22602.0
UK,Europe,2020-11-02 19:18:31.941294196,38,1687140.0,3156.0,1385787.0
Russia,Europe,2020-11-03 06:59:47.991994664,29,430479.0,10573.0,1065061.0
France,Europe,2020-11-03 18:41:04.042695128,52,270352.0,19682.0,864163.0
Mexico,North America,2020-11-04 06:22:20.093395596,27,1495123.0,43026.0,5710.0
Spain,Europe,2020-11-04 18:03:36.144096064,69,272500.0,4622.0,1129217.0
China,Asia,2020-11-05 05:44:52.194796532,77,762932.0,28021.0,332548.0
Italy,Europe,2020-11-05 17:26:08.245496996,38,1419844.0,23665.0,159305.0
France,Europe,2020-11-06 05:07:24.296197464,31,790297.0,43419.0,175107.0
UK,Europe,2020-11-06 16:48:40.346897932,52,455953.0,46818.0,40649.0
Spain,Europe,2020-11-07 04:29:56.397598400,23,1839547.0,46142.0,1705460.0
China,Asia,2020-11-07 16:11:12.448298864,39,392359.0,38887.0,220493.0
Spain,Europe,2020-11-08 03:52:28.498999332,34,678011.0,37729.0,1314414.0
Australia,Oceania,2020-11-08 15:33:44.549699800,46,124666.0,10115.0,598875.0
Turkey,Asia,2020-11-09 03:15:00.600400264,57,40764.0,2592.0,1430136.0
China,Asia,2020-11-09 14:56:16.651100732,58,607200.0,33738.0,1137423.0
Australia,Oceania,2020-11-10 02:37:32.701801200,44,283336.0,29128.0,420451.0
Indonesia,Asia,2020-11-10 14:18:48.752501668,45,1988901.0,,811708.0
USA,North America,2020-11-11 02:00:04.803202132,79,533681.0,40080.0,680203.0
Italy,Europe,2020-11-11 13:41:20.853902600,57,1700481.0,572.0,171409.0
South Africa,Africa,2020-11-12 01:22:36.904603068,39,1248874.0,14411.0,438966.0
South Korea,Asia,2020-11-12 13:03:52.955303536,76,129027.0,24518.0,245397.0
Turkey,Asia,2020-11-13 00:45:09.006004000,29,1243145.0,22017.0,813609.0
Canada,North America,2020-11-13 12:26:25.056704468,37,1608221.0,30106.0,874064.0
Turkey,Asia,2020-11-14 00:07:41.107404936,53,1765618.0,2852.0,1090228.0
South Korea,Asia,2020-11-14 11:48:57.158105404,63,1016662.0,18782.0,926139.0
